compound_id,smiles,generation,source,Combined_fitness,SA_score,LogP_score,Cycle_score
34,Cc1cccc(CS(=O)(=O)c2ccc(C(=O)[O-])cc2F)n1,"[0, 1]",initial,-0.40390012364705197,0.3988042439740922,-0.9032081491470654,0.10050378152592122
35,C[C@@H](c1ccc(F)cc1)N(C)C(=O)Nc1ccc(OC(F)F)c(F)c1,"[0, 1]",initial,2.3089602647744982,0.5438394762892143,1.664617006959363,0.10050378152592122
36,CCN(CC)c1ccc(C(=O)N(C)Cc2ccc(C(=O)NC)cc2)cc1,"[0, 1]",initial,2.017242012798669,1.3163287615293688,0.6004094697433794,0.10050378152592122
37,Cc1cccc(NC(=O)C(=O)N[C@@H]2CCN(c3c(F)cccc3F)C2)c1,"[0, 1]",initial,0.8614790965697,0.5255173854838192,0.23545792955995962,0.10050378152592122
38,COc1cccc([C@H](C[NH3+])N2CCN3C(=O)NC[C@@H]3C2)c1,"[0, 1]",initial,-2.424670231169223,-0.8506067797640856,-1.6745672329310586,0.10050378152592122
39,C[C@@H](CNC(=O)NC1CC1)Oc1ccc(Cl)cc1,"[0, 1]",initial,1.1549943790422015,0.8438434578802244,0.21064713963605566,0.10050378152592122
40,O[C@H](c1cc(F)cc(F)c1)C1([NH+]2CCCCC2)CCCC1,"[0, 1]",initial,-1.3960637616108549,-1.5834878796449234,0.08692033650814718,0.10050378152592122
41,COc1ccc(-c2csc(NC(=O)C(F)(F)F)n2)cc1OC,"[0, 1]",initial,1.9679197467006115,1.160029592673971,0.7073863725007192,0.10050378152592122
42,O=C(N[C@H]1C[C@@H]1c1ccccc1F)c1cccc(OCC(F)F)n1,"[0, 1]",initial,0.4737262288762709,-0.21796149132955267,0.5911839386799024,0.10050378152592122
43,C=C(C)COc1cccc([C@]2(C)Nc3ccccc3C(=O)N2CCC)c1,"[0, 1]",initial,1.8286309625150396,0.06285588104652917,1.6652712999425892,0.10050378152592122
44,C[C@H](O)CNC(=O)NCc1ccc(N2CCc3ccccc3C2)[nH+]c1,"[0, 1]",initial,-1.2163058942203968,-0.660191466117211,-0.6566182096291072,0.10050378152592122
45,COc1cccc([C@H]2CC(=O)C3=C(C2)NC(=O)C[C@@H]3c2ccccc2OCc2ccccc2)c1,"[0, 1]",initial,2.0614725994461196,-0.022550589063186632,1.9835194069833852,0.10050378152592122
46,COc1ccccc1/C=C(/C(=O)N[C@H](C)c1cn(C)nc1C)c1ccccc1,"[0, 1]",initial,1.6842911236895985,0.3352875866759533,1.248499755487724,0.10050378152592122
47,COc1cc([C@H]2CC(=O)Nc3nc(N)[nH]c(=O)c32)cc(OC)c1OC,"[0, 1]",initial,-0.909686590192402,-0.09748188845482587,-0.9127084832634972,0.10050378152592122
48,CC1=C(C(=O)Nc2ccc(C)cc2C)[C@H](c2ccc(F)cc2)n2ncnc2N1,"[0, 1]",initial,1.2737156121383617,0.051304681519151275,1.121907149093289,0.10050378152592122
49,CCN[C@]1(C(=O)OC)CCC[C@@H](N2CC[NH+](C)[C@H](C)C2)C1,"[0, 1]",initial,-3.8770514642774403,-2.2908835926826354,-1.6866716531207258,0.10050378152592122
50,COC(=O)C1CCN(C(=O)c2ccc(NS(=O)(=O)c3ccccc3)cc2)CC1,"[0, 1]",initial,1.6744863036636002,1.4001720774572088,0.17381044468047,0.10050378152592122
51,Cc1[nH]nc(C(N)=O)c1NC(=O)[C@H](C)c1ccc(Br)s1,"[0, 1]",initial,-0.027095273106430437,-0.21675707314312956,0.0891580185107779,0.10050378152592122
52,CC[C@@H]1C(=O)NC(=O)C[C@@H]1[C@@H]1CCC[C@H](C)C1,"[0, 1]",initial,-0.64440924671733,-0.9115262501082426,0.1666132218649914,0.10050378152592122
53,Cc1cc(C)c(NC(=O)CN(C)C(=O)c2cccc(S(=O)(=O)N3CCCC3)c2)c(C)c1,"[0, 1]",initial,1.7086270045157785,1.0453617715012624,0.5627614514885948,0.10050378152592122
54,CC1CCC(N(C[C@H]2CCCO2)C(=O)NCCc2nnc3n2CCC3)CC1,"[0, 1]",initial,0.1390917431102512,-0.15059836820193465,0.18918632978626462,0.10050378152592122
55,Cc1nc2n(n1)C[C@@H](NC(=O)c1cn(C)nc1C(C)(C)C)CC2,"[0, 1]",initial,-0.8949228508507794,-0.41661694431274865,-0.5788096880639519,0.10050378152592122
56,C=C[C@](C)(O)C[C@H]1[C@@](C)(O)CC[C@@H]2C(C)(C)CCC[C@@]21C,"[0, 1]",initial,-0.2056877873194355,-1.6541307719236655,1.3479392030783088,0.10050378152592122
57,Cn1c(=O)n(C)c2cc(N3CCCCC3)c(NC(=O)Nc3ccccc3F)cc21,"[0, 1]",initial,1.925644606304973,0.9068758237848122,0.9182650009942395,0.10050378152592122
58,C[C@H](CNC(=O)c1c[nH]c2nccc(Cl)c12)CN1CCOCC1,"[0, 1]",initial,-0.08304753939823863,0.03403629696075711,-0.21758761788491696,0.10050378152592122
59,CC(=O)Oc1ccc(N2C(=O)[C@H]3CC=C(Cl)C[C@@H]3C2=O)cc1,"[0, 1]",initial,0.3272366286923838,-0.02650876567756158,0.25324161284402413,0.10050378152592122
60,COCCNC(=O)C[NH2+]Cc1cccc(C)c1,"[0, 1]",initial,-1.4862534130525844,0.0005142685306307281,-1.5872714631091365,0.10050378152592122
61,CCN1CC[NH+](C[C@H](C)CNC(=O)N2CC[C@@H](C)[C@H](O)C2)CC1,"[0, 1]",initial,-3.8596920417939087,-2.002712304442144,-1.9574835188776858,0.10050378152592122
62,COc1ccc(C(=O)[C@@H](C)Sc2nnc(-c3cccc(OC)c3)n2C)cc1,"[0, 1]",initial,1.8454544789504421,0.6877138667932223,1.0572368306312985,0.10050378152592122
63,Cc1ccc(CN2C(=O)/C(=N\OC(=O)C(Cl)Cl)c3ccccc32)cc1,"[0, 1]",initial,1.7015338543797982,0.7204392618337507,0.8805908110201263,0.10050378152592122
64,OC(=O)CCSC1=NS(O)(=O)=C2C=C(Cl)C=CC2=N1,"[0, 1]",initial,-1.612548502633626,-1.1984091089605027,-0.5146431751990446,0.10050378152592122
65,Cn1c(=O)oc2cc(NC=C(C#N)C#N)ccc21,"[0, 1]",initial,-0.22179329669340264,0.1831401947057406,-0.5054372729250645,0.10050378152592122
66,Cc1cccc2nnc(N3CCC[C@@H](C(=O)NCc4cccs4)C3)n12,"[0, 1]",initial,0.4870869886377329,0.13463709437457413,0.2519461127372376,0.10050378152592122
67,CCCC(=O)NC[C@H](Nc1ccccc1)C(C)C,"[0, 1]",initial,1.4071835362127165,0.7881877664432263,0.518491988243569,0.10050378152592122
68,Cc1onc(-c2ccncn2)c1C(=O)NCCNC(=O)NCc1ccccc1,"[0, 1]",initial,0.5699995136455427,0.8475029036317228,-0.37800717151210134,0.10050378152592122
69,COc1cc(C(C)=O)ccc1OC(=O)[C@@H]1CCCO1,"[0, 1]",initial,0.5734021970887674,0.6461249691850866,-0.17322655362224035,0.10050378152592122
70,O=C(N/N=C/c1c(Cl)cccc1Cl)C(=O)Nc1ccccc1C(=O)N1CCOCC1,"[0, 1]",initial,1.2138067961238594,0.9120122646220054,0.20129074997593274,0.10050378152592122
71,Cc1ccccc1OCCC[NH+]1CCC(NC(=O)c2ccoc2C)CC1,"[0, 1]",initial,-0.2818213549497211,-0.3140733490820724,-0.06825178739356991,0.10050378152592122
72,C[C@H]1C(=O)N(C[C@@H]2CC[C@H](C(=O)NN)O2)C(=O)[C@@H]1C,"[0, 1]",initial,-3.1343058138145885,-1.2182434200775758,-2.016566175262934,0.10050378152592122
73,Cc1ccc([C@@H](CNCc2cccc(C#N)c2)N2CCOCC2)cc1,"[0, 1]",initial,1.1782319470868081,0.5655173899562806,0.512210775604606,0.10050378152592122
74,COc1ccc(CNC2(C(N)=O)CCCCC2)cc1[N+](=O)[O-],"[0, 1]",initial,0.6479409408291517,0.7867473042312285,-0.2393101449279981,0.10050378152592122
75,COC(=O)c1cc(S(=O)(=O)N[C@@H](C)c2ccc(C)o2)ccc1C,"[0, 1]",initial,0.9292118846550809,0.5175353895503656,0.311172713578794,0.10050378152592122
76,CO[C@@H]1CCCN(c2ncccc2C#N)C1,"[0, 1]",initial,0.012792370144237189,0.35620923526053566,-0.4439206466422197,0.10050378152592122
77,CCOC(=O)N1CCC[C@H](C(=O)N2CCC[C@H](c3[nH]cc[nH+]3)C2)C1,"[0, 1]",initial,-1.6043267965734367,-1.15283381648798,-0.5519967616113781,0.10050378152592122
78,OC(=NN=CC1=CC=CC=C1O)C1=CC=NC=C1,"[0, 1]",initial,0.6731825344891124,0.6518834048959532,-0.07920465193276205,0.10050378152592122
79,Cc1[nH]n(-c2ccccc2)c(=O)c1[C@@H](C[N+](=O)[O-])c1ccccc1Cl,"[0, 1]",initial,1.0290068155187593,0.08507606441991004,0.8434269695729281,0.10050378152592122
80,c1cncc(C[NH+]2CCN(c3nc4nonc4nc3N3CCSCC3)CC2)c1,"[0, 1]",initial,-2.51945468294058,-1.0621825290411624,-1.5577759354253389,0.10050378152592122
81,Cc1nccn1Cc1cccc(CNC(=O)NCc2ncn(C)n2)c1,"[0, 1]",initial,0.07472180552887743,0.5494945299574914,-0.5752765059545352,0.10050378152592122
82,CO[C@H]1CC[C@@H]2OCCN(CC(=O)Nc3ccc(F)cc3F)[C@@H]2C1,"[0, 1]",initial,-0.3431172954149526,-0.39431761434150897,-0.04930346259936487,0.10050378152592122
83,Cc1ccc(C(=O)NC2(c3cccc(F)c3)CCOCC2)c(C)c1,"[0, 1]",initial,2.0556558357021992,0.88781293988398,1.0673391142922979,0.10050378152592122
84,C[NH+]1CCC(NC(=O)N2CCO[C@@H](c3ccccc3)C2)CC1,"[0, 1]",initial,-1.9104131205580444,-0.8329580434209247,-1.1779588586630412,0.10050378152592122
85,C[C@@H](O)CN1CCN(C(=O)N[C@@H]2c3cccc(F)c3CC[C@H]2C)C[C@H]1C,"[0, 1]",initial,-0.7340636339567173,-1.0299695286095443,0.19540211312690578,0.10050378152592122
86,CS(=O)(=O)N1CCC(C(=O)N2CCN(Cc3nc(-c4cccs4)no3)CC2)CC1,"[0, 1]",initial,0.11160099344570897,0.7524463628765733,-0.7413491509567856,0.10050378152592122
87,O=C(NN1C(=O)CCC1=O)c1ccccc1,"[0, 1]",initial,0.17494659190745054,1.2302865662115559,-1.1558437558300265,0.10050378152592122
88,CCc1cnc(C)nc1N[C@H](C)Cc1cccnc1,"[0, 1]",initial,0.6846768192321623,0.23179295204391667,0.35238008566232437,0.10050378152592122
89,Cc1nc(C)c(-c2nnc(SCc3ccn(-c4ccccc4)n3)o2)s1,"[0, 1]",initial,2.0100109606004435,0.5741042295548116,1.3354029495197108,0.10050378152592122
90,[NH3+][C@@H](CCCC(=O)[O-])c1cnc2[nH]ccc2c1,"[0, 1]",initial,-3.019273952449745,-1.4965725002277936,-1.6232052337478724,0.10050378152592122
91,O=C(NCC[NH+]1CCCCC1)c1cccc2cccnc12,"[0, 1]",initial,-1.050827742969361,-0.3573117883888583,-0.7940197361064241,0.10050378152592122
92,COc1ccc(C(=O)C2=C([O-])C(=O)N(CC(=O)[O-])[C@H]2c2ccccc2)cc1,"[0, 1]",initial,-1.7338039948583044,-0.25009840443658354,-1.5842093719476422,0.10050378152592122
93,Brc1csc(CN2CCN(Cc3ccon3)CC2)c1,"[0, 1]",initial,1.0985826123989662,0.6254941778887226,0.37258465298432214,0.10050378152592122
94,CN(Cc1nc(C(F)(F)F)cs1)Cc1cc(O)ccc1Br,"[0, 1]",initial,1.9268752620629532,0.5079408910021861,1.3184305895348458,0.10050378152592122
95,COc1cc(C)c(NC(=O)N2CCc3c(F)ccc(F)c3C2)cc1OC,"[0, 1]",initial,2.080805365793756,0.9114052526754608,1.0688963315923738,0.10050378152592122
96,O=C(NNC(=O)C1CC1)c1ccc(S(=O)(=O)N2CCCC2)cc1,"[0, 1]",initial,0.4424558921261549,1.3919966910427257,-1.050044580442492,0.10050378152592122
97,Cc1ccc(CNC(=O)C2CCN(C(=O)c3cnccn3)CC2)cc1F,"[0, 1]",initial,1.1190993002124365,1.1195096118026933,-0.10091409311617801,0.10050378152592122
98,O=C(c1cc2c(cc1O)OCO2)N1CC[C@H]2CCCC[C@H]21,"[0, 1]",initial,0.27888039388017444,-0.003939641108145834,0.18231625346239907,0.10050378152592122
99,N#C[C@]1(C2(O)C[NH2+]C2)C[C@H]2CC[C@@H]1O2,"[0, 1]",initial,-6.174957450068328,-3.9912107110341726,-2.2842505205600774,0.10050378152592122
