compound_id,smiles,generation,source,fitness,SA_score,LogP_score,Cycle_score,chromosome,parent1_id,parent2_id
10,CN(CCCN1CC[NH+](C)CC1)C(=O)C1(c2ccc(Cl)cc2)CC1,"[0, 1]",initial,-1.4009648708799483,-0.4193274159931367,-1.1575005694149763,0.17586311452816475,,,
11,Cc1c(C#N)c2ccccc2n1CC(=O)N1CC[C@H](O)C[C@@H]1C(=O)[O-],"[0, 1]",initial,-2.449813350463198,-0.571472749257614,-2.0542037157337485,0.17586311452816475,,,
12,COc1cccc(COc2ccc(OC)cc2CCl)c1,"[0, 1, 2, 3, 4]",initial,2.8769061840526584,1.4949130602113534,1.2061300093131402,0.17586311452816475,,,
13,CC(C)(CNC(=O)NC1CCC(CO)CC1)c1ccncc1,"[0, 1, 2, 3, 4, 5]",initial,0.6842393062276567,0.7437967248315672,-0.23542053313207528,0.17586311452816475,,,
14,CN1C(=O)C[C@H](NC(=O)c2nnc3ccccc3c2[O-])[C@@H]1c1ccc(Cl)cc1,"[0, 1]",initial,-0.8364438140321669,-0.656843364218619,-0.3554635643417127,0.17586311452816475,,,
15,C[C@H](C[NH2+][C@@H]1CCOC2(CCCCC2)C1)[NH+]1CCCCC1,"[0, 1]",initial,-4.3342744632676515,-3.224241082355423,-1.2858964954403929,0.17586311452816475,,,
16,CC[C@@](C)(C[NH3+])N(C)C[C@@H]1CN(C)CCO1,"[0, 1]",initial,-3.588416527766459,-1.500219388236808,-2.264060254057816,0.17586311452816475,,,
17,C[C@H]1SCCC[C@@H]1NCc1[nH+]ccn1C,"[0, 1]",initial,-3.2773724247673632,-2.4250059610771437,-1.0282295782183843,0.17586311452816475,,,
18,CCOC(=O)C1=C(C)NC(=O)N[C@H]1C[NH+]1CC[C@H](CC(C)C)C1,"[0, 1]",initial,-3.356663390725372,-1.902013435127824,-1.6305130701257124,0.17586311452816475,,,
19,Cc1cc(NC(=O)C[NH+](C)Cc2ccccc2)on1,"[0, 1]",initial,-2.072354731124943,-0.7613904766346485,-1.4868273690184595,0.17586311452816475,,,
20,CN(Cc1cccnc1)C(=O)Nc1ccnn1Cc1ccccn1,"[0, 1, 2, 3, 4, 5, 6]",initial,0.8856677842060101,0.8053738781800062,-0.09556920850216073,0.17586311452816475,,,
21,O=C1C[C@@H]([NH2+]Cc2ccsc2)CN1C1Cc2ccccc2C1,"[0, 1]",initial,-1.47746922054561,-0.9169767671324995,-0.7363555679412753,0.17586311452816475,,,
22,C[C@H]1C[C@@H]1NC(=O)N(C)[C@@H](C)c1ccc(-n2cncn2)cc1,"[0, 1, 2]",initial,-0.27091135051037085,-0.34547755723412643,-0.10129690780440917,0.17586311452816475,,,
23,CC[C@H]1C(=O)N[C@H](CC)C(=O)N1Cc1sccc1C,"[0, 1, 2]",initial,-0.5780262783158082,-0.4091811749698173,-0.3447082178741556,0.17586311452816475,,,
24,N#C[C@@H](C(=O)CCCOc1cccc(Cl)c1Cl)c1ccccn1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",initial,1.9403764766994436,0.23836406462081047,1.5261492975504682,0.17586311452816475,,,
25,CC(C)c1ccc(N2C(=O)/C(=C\c3cc(Br)cs3)NC2=S)cc1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",initial,2.615639358523853,0.5378898722176823,1.9018863717780061,0.17586311452816475,,,
26,CCC(=O)N1CCS[C@@]12C(=O)N(Cc1ccc(C)cc1)c1ccc(Cl)cc12,"[0, 1, 2, 3, 4]",initial,1.2190888562869517,-0.4109613781692574,1.4541871199280443,0.17586311452816475,,,
27,CCN(C)C(=O)c1nn(-c2ccc(C)c(Cl)c2)c(=O)n(Cc2ccc(C(F)(F)F)cc2)c1=O,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",initial,1.6232888602882354,0.6442871131876714,0.8031386325723991,0.17586311452816475,,,
28,CCC[C@H](C)NC(=O)[C@@H](C)Sc1nc(-c2cccs2)n[nH]1,"[0, 1, 2, 3]",initial,0.4991753266640331,-0.3235716014160071,0.6468838135518754,0.17586311452816475,,,
29,Cc1nccn1C(=O)C1CCCCC1,"[0, 1, 2, 3]",initial,0.9122421875022404,0.8106921529545564,-0.0743130799804808,0.17586311452816475,,,
30,Cc1cc(C)cc(NC(=O)NC[C@@H]2CC[NH+](Cc3cnn(C)c3)C2)c1,"[0, 1]",initial,-2.079723613245131,-1.2675624166015331,-0.9880243111717629,0.17586311452816475,,,
31,c1ccc(-c2[nH+]cn(CCc3n[nH]c4c3CCCC4)c2[C@@H]2CCOC2)cc1,"[0, 1, 2]",initial,-0.23623811622970756,-1.0582690818969676,0.6461678511390953,0.17586311452816475,,,
32,C[C@H]([NH3+])c1cc(F)c(Cl)cc1Cl,"[0, 1]",initial,-0.4023154622584152,-0.5224646092625693,-0.055713967524010595,0.17586311452816475,,,
33,CCOCC(=O)NNC(=O)[C@@H]1C[C@@H]1c1ccc(C(F)(F)F)cc1,"[0, 1, 2]",initial,-0.14659687276500286,0.08534838456076513,-0.4078083718539327,0.17586311452816475,,,
34,CN[C@H](c1ccc(OC)cc1)[C@@H](C)[NH+]1CCC(C)(C)C1,"[0, 1]",initial,-2.0363489037786056,-1.5388611426902346,-0.6733508756165358,0.17586311452816475,,,
35,Cc1[nH]c2ccc(C(=O)NCCCn3cccn3)cc2c1C,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",initial,1.3815262479963093,0.9702667839553462,0.23539634951279842,0.17586311452816475,,,
36,Cn1cc(CNc2ccc(F)cc2Cl)cn1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",initial,1.605235734440646,1.1753930682190523,0.25397955169342895,0.17586311452816475,,,
37,CC(C)C(NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CCCCN)NC(C)=O)C(O)=N,"[0, 1]",initial,-1.3104474885040844,-0.3075459499576749,-1.1787646530745743,0.17586311452816475,,,
38,CC(C)[C@@H](C(=O)NCCc1nnc2n1CCCCC2)n1nnc(-c2ccccc2)n1,"[0, 1]",initial,-5.9629078594072595,-0.0448264352617622,-0.23184072106817089,-5.686240703077327,,,
39,OS(=N)(=O)C1=CC=C(CN2C=NC3=CC=CC=C23)C=C1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",initial,0.9458707239287455,0.4057937115526163,0.36421389784796454,0.17586311452816475,,,
40,Cc1ccc(CCNC(=O)N(C)C[C@H]2CC[NH+](Cc3ccccc3)C2)cc1,"[0, 1]",initial,-0.8203176076916973,-0.8199623254868673,-0.17621839673299466,0.17586311452816475,,,
41,O=C([O-])C[C@@H](c1ccc(Cl)c(Cl)c1)N1Cc2ccccc2C1=O,"[0, 1, 2]",initial,0.46128391012433945,0.02682726390926754,0.2585935316869072,0.17586311452816475,,,
42,Cc1ccc(N2C(=O)c3ccccc3N[C@@]23CCSC3)cc1,"[0, 1, 2, 3, 4]",initial,0.7975108890998971,-0.48816142480858593,1.1098091993803183,0.17586311452816475,,,
43,CC(C)(C)c1cc(=O)n2c(n1)SC[C@H]2CC(=O)NCCCc1ccccc1,"[0, 1, 2, 3, 4, 5]",initial,0.90306080080695,0.07387021101187838,0.6533274752669068,0.17586311452816475,,,
44,CC(C)C[C@H](NC(=O)Cc1cccc(F)c1F)C(=O)Nc1nccs1,"[0, 1, 2, 3]",initial,1.0624547613004045,0.3870369874948812,0.4995546592773584,0.17586311452816475,,,
45,CC[C@H](C)NC(=O)Nc1ccccc1SC(F)F,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",initial,1.8640347306881355,0.5618316401823283,1.1263399759776422,0.17586311452816475,,,
46,Cc1cc(=O)cc(C)n1C1(C#N)CCCCC1,"[0, 1, 2]",initial,0.145624242519859,-0.14374659831407596,0.11350772630577022,0.17586311452816475,,,
47,Cc1c(C(=O)N2CCC[C@H](CN3CCOCC3)C2)cnn1C(C)C,"[0, 1, 2]",initial,-0.07975329099944892,0.18081455256172527,-0.43643095808933896,0.17586311452816475,,,
48,CC(C)N(C)C(=O)C1CCN(S(=O)(=O)c2cccnc2)CC1,"[0, 1, 2, 3]",initial,0.22567483354264653,0.969692318765321,-0.9198805997508392,0.17586311452816475,,,
49,Cc1ccc(NC(=O)COC(=O)c2cnc3c(C)cccn3c2=O)cc1,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",initial,1.0038713112779498,1.1450961757664289,-0.31708797901664376,0.17586311452816475,,,
50,C[NH+](CC(=O)Nc1ccccc1Cl)[C@H](C(=O)Nc1ccc(F)cc1)c1ccccc1,"[0, 1, 2, 3]",initial,0.437748586711296,-0.37998660447927657,0.6418720766624079,0.17586311452816475,,,
51,CCOc1ccc(C(=O)c2cn(Cc3ccccc3OC)c3ccccc3c2=O)cc1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",initial,3.0912560115420304,1.1790529453466962,1.7363399516671694,0.17586311452816475,,,
52,C[C@H]1CC[C@H](C)N(C(=O)c2ccc(N3CCC(O)CC3)cc2)C1,"[0, 1, 2, 3, 4]",initial,0.7270862729705758,0.2307386537395342,0.32048450470287687,0.17586311452816475,,,
53,Cc1cc(C)cc(NS(=O)(=O)c2ccc(N3CCOC3=O)cc2)c1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",initial,1.6917429685824077,1.0740476755228836,0.4418321785313593,0.17586311452816475,,,
54,O=C(NC[C@H]1Cc2cccc(-c3cncnc3)c2O1)C1(c2ccc(Cl)cc2)CC1,"[0, 1, 2, 3, 4, 5, 6]",initial,1.327235469114188,0.003394403466550763,1.1479779511194725,0.17586311452816475,,,
55,COC(=O)c1cccc(C[NH+]2CCC[C@H]2C(=O)NCC(F)(F)F)c1,"[0, 1]",initial,-2.547383287733441,-1.286202286345194,-1.4370441159164118,0.17586311452816475,,,
56,COc1ccc([C@@H]2CCCN2S(=O)(=O)c2ccc(F)cc2F)cc1,"[0, 1, 2, 3, 4, 5]",initial,1.6616865745055653,0.6952698555941096,0.790553604383291,0.17586311452816475,,,
57,CC[C@@H](NS(=O)(=O)N1CCOCC1)c1nc(C(F)(F)F)cs1,"[0, 1, 2]",initial,-0.6028055251904836,-0.20125672741478481,-0.5774119123038635,0.17586311452816475,,,
58,Cc1cc(N2C[C@@H](C(=O)OC[C@@H]3CCCCO3)CC2=O)ccc1Br,"[0, 1, 2, 3, 4]",initial,0.7614711768164669,0.014998111111376333,0.5706099511769259,0.17586311452816475,,,
59,NC(=S)c1[nH+]ccn1CC(=O)Nc1ccc(Br)cc1,"[0, 1]",initial,-0.9761019228627995,-0.22293602903236603,-0.9290290083585983,0.17586311452816475,,,
60,CCC[NH2+][C@@H](Cc1ccccc1OC)[C@@H]1CSCCS1,"[0, 1]",initial,-1.3852024391054811,-1.499703438186584,-0.06136211544706202,0.17586311452816475,,,
61,COc1ccc([C@@H]2OC(=O)N(C)[C@@]2(O)c2ccc(OC)cc2)cc1,"[0, 1, 2, 3]",initial,0.22422709240158875,-0.08429972054320187,0.13266369841662587,0.17586311452816475,,,
62,O=C(CCc1cccc(F)c1)Oc1ccc2c(c1)OCO2,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",initial,1.9388426079685992,1.2958817968758207,0.46709769656461375,0.17586311452816475,,,
63,CCCCn1c([S@@](=O)CC(=O)N2[C@@H](C)CCC[C@H]2C)n[nH]c1=O,"[0, 1]",initial,-1.8841626208046658,-1.0761062753276789,-0.9839194600051516,0.17586311452816475,,,
64,C[C@H]1COc2ccccc2N1C(=O)c1csc(-c2ccco2)n1,"[0, 1, 2, 3, 4, 5]",initial,1.3812877859647061,0.15107869363300094,1.0543459778035404,0.17586311452816475,,,
65,C[NH2+][C@@H]1CCC[C@@H]1[C@@H]1CCC[NH2+]1,"[0, 1]",initial,-6.381712162589926,-3.8279008006149438,-2.7296744765031464,0.17586311452816475,,,
66,CCc1ccc([C@@H](C)[NH2+][C@@H]2CSCC(C)(C)C2)cc1,"[0, 1, 2]",initial,-0.5889035987668384,-1.480462469853066,0.7156957565580628,0.17586311452816475,,,
67,COc1ccc2c(c1)C(=O)N(C)[C@H](c1cccc(OC(F)(F)F)c1)N2,"[0, 1, 2, 3, 4, 5, 6, 7]",initial,1.4321034601635676,0.23427177916541067,1.021968566469992,0.17586311452816475,,,
68,Nc4ccc(CNC(=O)C1CCCN1C(=O)C(Cc2ccc(Cl)c(Cl)c2)NS(=O)(=O)Cc3ccccc3)cn4,"[0, 1, 2]",initial,0.5828356347750004,-0.23203570676444796,0.6390082270112837,0.17586311452816475,,,
69,C[C@H]1CCC[C@@H](NC(=O)CSc2nnc(-c3ccc(F)cc3)o2)C1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",initial,1.2779096257073368,0.18142640180730915,0.9206201093718629,0.17586311452816475,,,
70,COc1ncccc1C(=O)N(C)[C@@H]1CCS(=O)(=O)C1,"[0, 1]",initial,-1.264604451410138,0.27476772303317776,-1.7152352889714806,0.17586311452816475,,,
71,COc1cccc(-c2nc(-c3cc(OC)c(OC)c(OC)c3)no2)c1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",initial,2.1375835833539325,1.2198523085115942,0.7418681603141737,0.17586311452816475,,,
72,c1cc(-c2nnn(Cc3noc(-c4ccsc4)n3)n2)cs1,"[0, 1, 2, 3]",initial,0.5216547054598739,0.30127082066636085,0.04452077026534836,0.17586311452816475,,,
73,O=c1cc(N2CC[NH2+]CC2)cnn1Cc1csc(-c2ccccc2)n1,"[0, 1]",initial,-1.4006760369142999,-0.21864865782796755,-1.357890493614497,0.17586311452816475,,,
74,CCc1ccc(cc1)C(=O)OCCN(C)C,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",initial,1.3789557862848407,1.6311070939268764,-0.42801442217020036,0.17586311452816475,,,
75,CNC(=O)CCNC(=O)c1ccc2c([O-])[nH]c(=S)nc2c1,"[0, 1]",initial,-1.403515269809981,0.2292581789495937,-1.8086365632877397,0.17586311452816475,,,
76,Cc1ccc(NCc2ccnn2C)c(C)c1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",initial,1.459886237453378,1.1697835239308219,0.1142395989943915,0.17586311452816475,,,
77,Cc1nc(NCCNC(=O)Nc2ccccc2F)cc(-n2ccnc2C)n1,"[0, 1, 2, 3, 4, 5, 6]",initial,0.9886885121376834,0.6963583599975861,0.11646703761193256,0.17586311452816475,,,
78,COc1ccc(CNC(=O)N(C)Cc2ccc3c(c2)OCO3)cn1,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",initial,0.8965332564947409,0.9950708509056246,-0.2744007089390484,0.17586311452816475,,,
79,COc1cccc(-c2cc(C(N)=O)on2)c1,"[0, 1, 2, 3]",initial,0.5389097082189594,1.20337581424373,-0.8403292205529354,0.17586311452816475,,,
80,CN(Cc1ccccc1)C(=O)c1ccccc1NC(=O)c1cccc(Cl)c1,"[0, 1, 2, 3]",initial,3.604363142981628,1.5518314438811918,1.8766685845722715,0.17586311452816475,,,
81,C/[NH+]=C(/NC[C@@H](C)c1cccs1)N[C@H]1[C@@H]2CCO[C@@H]2C1(C)C,"[0, 1]",initial,-3.1711010567575726,-2.0783303251312892,-1.2686338461544484,0.17586311452816475,,,
82,Cc1cc2occ(CC(=O)NCc3ccc(S(=O)(=O)N(C)C)s3)c2cc1C(C)C,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",initial,1.8820428693144367,0.489135296247179,1.2170444585390927,0.17586311452816475,,,
83,O=C(NCCc1csc(-c2cccs2)n1)c1ccccc1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",initial,2.5235203581237493,1.2827309323587233,1.064926311236861,0.17586311452816475,,,
84,CN(C(=O)c1ccc(Cl)c(S(=O)(=O)N(C)C)c1)C1CCCCC1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",initial,1.6311555745537356,1.065836909558111,0.3894555504674598,0.17586311452816475,,,
85,C[C@H](CCC(C)(C)C)NC(=O)C(=O)Nc1ccccc1C(=O)N(C)C,"[0, 1, 2, 3, 4]",initial,0.7036438743204233,0.4064929086009326,0.12128785119132601,0.17586311452816475,,,
86,CC(C)n1cc(C#N)c(NC(=O)C(=O)N[C@@H](c2ccc(F)cc2)C2CC2)n1,"[0, 1, 2, 3, 4, 5, 6, 7]",initial,0.05461617851970507,-0.2607361427602652,0.1394892067518055,0.17586311452816475,,,
87,CCN1CC2(CCC1=O)CCN(C(=O)c1ccc(C)c(C)c1)CC2,"[0, 1, 2, 3, 4, 5, 6]",initial,1.0403334783638645,0.3372795554249894,0.5271908084107103,0.17586311452816475,,,
88,CCOCCNC(=O)c1nnn(-c2ccc(F)cc2)c1C(F)(F)F,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",initial,0.7711393879756233,0.8450160548351571,-0.24973978138769848,0.17586311452816475,,,
89,NC(=O)[C@H]1COCCN1C(=O)c1cnn(-c2ccc(Cl)cc2)c1,"[0, 1]",initial,-0.845749269874594,0.29371812134085923,-1.315330505743618,0.17586311452816475,,,
90,COc1ccc(-c2nn(C[NH+]3CCC(C(=O)N(C)C)CC3)c(=S)o2)cc1,"[0, 1]",initial,-1.420084093054399,-0.5747897469748728,-1.021157460607691,0.17586311452816475,,,
91,CC[C@@H](C)SCC(=O)Cc1cccc(O)c1,"[0, 1, 2, 3, 4, 5]",initial,0.9497351673123094,0.3521981937415341,0.42167385904261057,0.17586311452816475,,,
92,CCN(CC)c1ccc(NC(=O)c2ccc(Cl)c(N3C(=O)[C@@H](C)CS3(=O)=O)c2)cc1,"[0, 1, 2, 3, 4, 5, 6, 7]",initial,1.3320955822663116,0.16536849053453473,0.9908639772036121,0.17586311452816475,,,
93,O=C(Cn1nnc2ccccc21)N/N=C/c1ccc2c(c1)OCO2,"[0, 1, 2]",initial,0.1647682678281525,0.9396516881796136,-0.9507465348796259,0.17586311452816475,,,
94,[H]OC(=C([H])[H])N([H])N([H])C(=O)N([H])C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])[H],"[0, 1, 2, 3, 4]",initial,0.49506113763337467,0.9994539584361234,-0.6802559353309134,0.17586311452816475,,,
95,C[NH+]1CCN(c2nc3c(c(Nc4ccc(Cl)cc4)n2)C(=O)CCC3)CC1,"[0, 1]",initial,-0.8042778368210372,-0.3611236677248348,-0.619017283624367,0.17586311452816475,,,
96,FC(F)(F)C1(C(F)(F)F)CCN(Cc2cnn3c2NCCC3)C1,"[0, 1, 2]",initial,-0.048910810249111675,-0.6304579566011075,0.40568403182383106,0.17586311452816475,,,
97,CN(Cc1ccccc1O)C(=O)[C@@H](Cc1ccccc1)NC(=O)c1cccs1,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",initial,1.5346744850129603,0.6046922977741449,0.7541190727106506,0.17586311452816475,,,
98,O=C(CN1C(=O)COc2ccccc21)Nc1ccc(C(=O)[O-])cc1,"[0, 1, 2]",initial,-0.6195786965735902,0.8681646327702868,-1.6636064438720417,0.17586311452816475,,,
99,CC[C@@H]1Oc2ccc(NC(=O)c3cccc(OC)c3)cc2CN(Cc2cccc(OC)c2)C1=O,"[0, 1]",initial,-3.615110306367159,0.3604059891447239,1.710724407565444,-5.686240703077327,,,
92,CCN(CC)c1ccc(NC(=O)c2ccc(Cl)c(N3C(=O)C(C)CS3(=O)=O)c2)cc1,"[0, 1, 2, 3, 4, 5, 6, 7]",,0.7426365904032797,-0.0411277791680082,0.6414867712651698,0.14227759830611802,"[ 1.21127570e+00  1.60978627e+00  6.97617888e-01 -1.79247606e+00
  4.46967697e+00  6.47919774e-01  1.41071248e+00 -4.85317111e-01
  5.23208916e-01  3.42420340e-01  1.02898860e+00 -7.38965154e-01
  7.06887841e-01  1.29609275e+00  1.67600572e-01  6.21436536e-01
  3.95130968e+00  1.20029473e+00  1.06780076e+00 -9.81987298e-01
  1.46012592e+00 -4.74396229e+00  1.18634254e-02 -7.42457747e-01
 -3.92137051e-01 -8.56050491e-01 -9.55279648e-01  1.79097652e-01
  5.84658921e-01 -1.22788548e+00 -1.14229596e+00 -3.02012950e-01
  9.32234943e-01  4.58646342e-02  7.46876240e-01  1.09382296e+00
 -6.92418694e-01 -2.97915131e-01 -1.20119953e+00 -9.04718518e-01
  1.47053599e-02 -5.21688312e-02  1.42489266e+00  2.92763382e-01
  3.23444754e-01 -4.92829800e-01  1.12864673e+00 -4.44575131e-01
  9.83133078e-01  6.88969135e-01  1.17586720e+00 -1.14616275e+00
 -8.49635541e-01 -4.05254078e+00 -1.38077307e+00 -1.00852478e+00
  1.64051127e+00 -2.25719905e+00 -6.20875120e-01 -7.05701947e-01
  5.82399654e+00 -4.96980667e-01  1.30131781e+00  1.80413222e+00
 -1.39476240e+00 -1.01240180e-01 -2.19033852e-01 -1.07972607e-01
  5.35816729e-01  4.56894219e-01 -4.30728532e-02 -1.04896732e-01
  5.44086397e-01  2.16793492e-01  1.66335881e-01 -1.20250076e-01
 -4.70809877e-01  2.01134652e-01 -9.03865322e-03 -1.20291010e-01
  1.40681779e+00  6.92763925e-02  1.25498593e-01 -7.08212554e-02
  6.00080788e-01  6.45070374e-01 -5.57010621e-03 -1.42786652e-01
  4.25374433e-02 -2.38726661e-01 -1.34473845e-01  3.58625740e-01
 -3.17470953e-02  1.13910511e-02 -2.70195901e-01 -4.47347127e-02
  7.62715489e-02  1.49359763e-01  1.71042040e-01  1.32170066e-01
  8.38930190e-01 -4.95201647e-02 -5.10736257e-02  6.34005815e-02
 -1.84440836e-02 -5.93907498e-02 -1.85101464e-01 -1.46625042e-02
 -1.25551656e-01  4.01277095e-03  5.05793810e-01  7.78933167e-02
  6.85594380e-01 -6.78899810e-02 -9.83162373e-02 -5.72443724e-01
  2.06603423e-01  7.64620304e-03 -3.87434781e-01  2.93093890e-01
 -9.84243155e-01 -1.41258836e-01 -7.59416968e-02 -3.57434899e-01
 -6.37204051e-02  7.83714175e-01 -2.01970860e-02  4.41582441e-01]",,
80,CN(Cc1ccccc1)C(=O)c1ccccc1NC(=O)c1cccc(Cl)c1,"[0, 1, 2, 3]",,3.3203391265203357,1.594740752795547,1.5833207754186704,0.14227759830611802,"[ 1.17356920e+00  5.79154611e-01  6.49048090e-02  1.75027162e-01
 -7.21046329e-02 -1.02135587e+00  2.40070373e-01  9.62730587e-01
 -1.00035638e-01 -4.32525814e-01  1.44989479e+00 -7.38607198e-02
  1.37971377e+00  4.07193810e-01  7.85375535e-01 -1.22484237e-01
 -8.26237321e-01  9.44179833e-01  4.22109812e-01  6.76588178e-01
 -8.21344495e-01  9.25505996e-01  6.23192167e+00 -2.28954405e-01
  5.32234199e-02  1.40240633e+00 -3.18931341e-01  6.14674211e-01
  9.14644778e-01 -9.51517820e-01 -1.31897879e+00  1.22690034e+00
 -3.06937452e-02  1.62773877e-01 -5.43487906e-01  6.70677710e+00
 -5.06254911e-01  6.86514378e-02 -1.96151853e+00  6.26909912e-01
  5.36188543e-01 -1.05359219e-01  8.05213928e-01  1.21561795e-01
 -2.18562335e-02 -2.42385089e-01  7.80112505e-01 -8.48195195e-01
  1.33123696e+00  7.38594532e-01 -3.21614325e-01 -8.98149133e-01
 -4.87427771e-01  4.98203009e-01  9.24719453e-01 -9.97658372e-01
  1.44553113e+00 -1.15936136e+00 -1.37767768e+00  8.71628046e-01
 -3.90686393e-01  8.04585576e-01  8.75872254e-01  1.44605756e+00
  2.57940054e-01  3.16398114e-01 -6.89087063e-02  2.11783275e-01
 -1.05261132e-01  3.07644308e-01 -3.09476793e-01  3.85428458e-01
  6.21041238e-01 -3.71140361e-01  8.12640190e-01 -3.87110114e-01
  1.15024197e+00 -2.27951616e-01  6.27117991e-01  1.82979047e-01
  7.62779415e-01  1.37599871e-01 -2.28295967e-01 -1.24277920e-01
 -6.14101350e-01 -2.75748968e-01  6.91918015e-01  2.64792085e-01
  3.81724387e-01 -5.56522906e-01  1.68664187e-01 -2.87804961e-01
 -2.24553555e-01  2.28308886e-01  2.03924626e-01  1.28312021e-01
 -5.31632125e-01  4.31027532e-01 -2.02757567e-01  8.04922953e-02
 -7.25346923e-01  3.68580669e-02  1.34365678e-01 -5.85006177e-03
 -6.64857030e-03  4.47972745e-01 -4.57125679e-02  4.32663746e-02
  1.42878696e-01 -1.76826000e-01 -8.21421295e-02  1.68357745e-01
 -4.12286073e-01  2.87750453e-01  2.26521567e-01  2.84838676e-02
  3.87488514e-01  3.00575972e-01  6.02792144e-01 -1.03572059e+00
  2.57821417e+00 -1.64475128e-01  2.42387414e-01  5.02167866e-02
 -1.52494103e-01 -6.81707382e-01  4.62941468e-01 -4.32542294e-01]",,
